,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
180,6317-ypkdh,female,0,0,0,1,0,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,0,bank_transfer_(automatic),29.95,29.95,1
181,6582-oivsp,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed_check,45.3,45.3,0
182,9367-wxlch,male,0,0,0,8,1,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,0,bank_transfer_(automatic),84.5,662.65,1
183,5524-khnjp,male,0,1,1,33,1,no,dsl,yes,no,yes,no,yes,yes,one_year,0,credit_card_(automatic),74.75,2453.3,0
184,1918-zbfqj,female,0,0,0,13,1,no,fiber_optic,no,yes,yes,no,no,no,month-to-month,1,electronic_check,79.25,1111.65,1
185,1024-guald,female,0,1,0,1,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,1,electronic_check,24.8,24.8,1
186,4827-usjhp,male,0,0,0,20,1,no,dsl,no,yes,no,no,no,no,month-to-month,1,mailed_check,51.8,1023.85,0
187,8167-gjlrn,male,0,0,0,3,0,no_phone_service,dsl,no,no,no,yes,no,no,month-to-month,0,electronic_check,30.4,82.15,0
188,0956-sycwg,female,0,0,0,13,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,electronic_check,19.65,244.8,0
189,8017-uvszu,female,0,1,0,40,1,yes,dsl,no,yes,no,no,no,no,month-to-month,0,credit_card_(automatic),56.6,2379.1,0
190,7100-fqprv,male,0,1,1,43,1,yes,dsl,yes,no,no,yes,no,yes,one_year,1,credit_card_(automatic),71.9,3173.35,0
191,2472-ovkup,male,0,1,0,6,1,no,fiber_optic,no,yes,yes,no,no,yes,month-to-month,1,electronic_check,91.0,531.0,1
192,2984-rgeya,female,0,1,1,69,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,bank_transfer_(automatic),19.75,1375.4,0
193,9680-niauv,female,0,1,1,72,1,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,0,credit_card_(automatic),109.7,8129.3,0
194,2146-egvdt,male,0,1,1,59,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),19.3,1192.7,0
195,2604-ijpdu,female,0,1,0,20,1,no,fiber_optic,yes,yes,no,yes,yes,no,month-to-month,1,electronic_check,96.55,1901.65,0
196,9178-jhuvj,male,0,1,1,24,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,bank_transfer_(automatic),24.1,587.4,0
197,6168-ybynp,male,0,0,0,59,1,yes,fiber_optic,no,yes,yes,yes,yes,yes,month-to-month,1,electronic_check,111.35,6519.75,0
198,7255-ssfbc,male,0,1,1,72,1,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),112.25,8041.65,0
199,3645-deygf,male,0,0,1,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.75,20.75,0
200,9323-hgfwy,female,0,1,0,27,1,no,fiber_optic,yes,no,no,yes,yes,yes,one_year,1,credit_card_(automatic),101.9,2681.15,0
201,8544-goqsh,female,0,0,0,14,1,no,fiber_optic,no,yes,no,yes,no,no,month-to-month,1,credit_card_(automatic),80.05,1112.3,0
202,3363-dtivd,male,0,1,1,71,1,yes,fiber_optic,yes,no,yes,no,yes,yes,two_year,0,electronic_check,105.55,7405.5,0
203,7018-wbjnk,male,0,0,1,13,1,no,fiber_optic,no,no,no,no,yes,no,month-to-month,1,credit_card_(automatic),78.3,1033.95,0
204,9142-kzxop,male,0,0,0,44,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,0,credit_card_(automatic),68.85,2958.95,0
205,7674-ytafd,female,0,0,0,33,1,no,fiber_optic,no,yes,no,yes,no,no,one_year,1,bank_transfer_(automatic),79.95,2684.85,0
206,6348-snfus,male,0,1,1,72,0,no_phone_service,dsl,yes,yes,yes,yes,no,yes,two_year,1,credit_card_(automatic),55.45,4179.2,0
207,1285-okipp,male,0,0,0,1,1,no,fiber_optic,no,no,no,no,no,yes,month-to-month,0,electronic_check,79.9,79.9,1
208,7825-ecjrf,female,0,0,0,19,1,no,fiber_optic,yes,no,yes,yes,yes,yes,month-to-month,1,electronic_check,106.6,1934.45,1
209,1347-kttta,male,0,1,0,64,1,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,1,credit_card_(automatic),102.45,6654.1,0
210,7841-tzdmq,male,0,0,0,2,1,no,dsl,no,no,no,no,no,no,month-to-month,1,credit_card_(automatic),46.0,84.5,1
211,4195-nzgta,female,0,0,0,1,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,0,electronic_check,25.25,25.25,0
212,7157-smcfk,male,0,0,1,61,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,19.75,1124.2,0
213,4709-lkhyg,female,0,1,1,29,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,electronic_check,20.0,540.05,0
214,2504-dshih,male,1,1,0,23,1,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,0,electronic_check,86.8,1975.85,0
215,0699-ndkjm,female,0,1,0,57,0,no_phone_service,dsl,yes,yes,yes,no,yes,yes,month-to-month,1,bank_transfer_(automatic),58.75,3437.45,0
216,9286-bhdqg,male,0,1,1,72,0,no_phone_service,dsl,yes,yes,yes,yes,no,no,two_year,0,credit_card_(automatic),45.25,3139.8,0
217,0230-wequw,male,0,1,0,66,0,no_phone_service,dsl,yes,yes,yes,yes,yes,no,two_year,1,bank_transfer_(automatic),56.6,3789.2,0
218,2040-ldiwq,male,0,1,1,65,1,yes,dsl,no,yes,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),84.2,5324.5,0
219,6496-jdssb,female,0,0,0,8,1,no,fiber_optic,no,no,no,no,yes,no,month-to-month,1,bank_transfer_(automatic),80.0,624.6,0
220,9408-ssnvz,female,0,0,0,4,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,70.15,268.35,1
221,4443-embna,female,0,1,0,71,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,bank_transfer_(automatic),24.75,1836.9,0
222,6469-mrvet,male,0,1,1,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,1,electronic_check,20.2,20.2,0
223,0742-moabm,male,0,1,0,4,1,no,dsl,no,no,no,yes,no,no,month-to-month,0,mailed_check,50.05,179.35,1
224,5961-vusrv,female,0,0,0,12,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,1,bank_transfer_(automatic),19.35,219.35,0
225,6778-jfcmk,male,0,0,0,24,0,no_phone_service,dsl,yes,no,no,no,yes,yes,one_year,1,mailed_check,50.6,1288.75,0
226,6341-jvqgf,female,0,1,1,31,1,no,dsl,yes,no,yes,yes,yes,yes,one_year,1,mailed_check,81.15,2545.75,0
227,2232-dmlxu,female,0,1,0,1,1,no,dsl,no,no,no,no,yes,no,month-to-month,0,mailed_check,55.2,55.2,1
228,4811-jbuvu,male,0,0,0,30,1,yes,fiber_optic,no,no,no,yes,no,yes,month-to-month,1,credit_card_(automatic),89.9,2723.15,0
229,0945-tsonx,female,0,1,1,47,1,yes,dsl,yes,yes,no,yes,yes,yes,two_year,1,credit_card_(automatic),85.3,4107.25,0
230,2651-zcbxv,male,0,0,0,54,1,yes,fiber_optic,yes,yes,no,yes,yes,yes,two_year,1,credit_card_(automatic),108.0,5760.65,0
231,3316-uwxuy,male,0,0,0,50,1,no,fiber_optic,yes,yes,no,yes,no,yes,month-to-month,1,credit_card_(automatic),93.5,4747.5,0
232,8937-rdthp,male,0,0,0,1,1,no,fiber_optic,yes,no,no,no,no,yes,month-to-month,1,mailed_check,84.6,84.6,1
233,7083-miopc,female,0,0,0,72,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),20.25,1566.9,0
234,1984-gpteh,female,0,0,0,29,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,electronic_check,25.15,702.0,0
235,1251-krreg,male,0,0,0,2,1,yes,dsl,no,yes,no,no,no,no,month-to-month,1,mailed_check,54.4,114.1,1
236,0621-jfhol,female,0,0,0,10,0,no_phone_service,dsl,no,no,no,yes,no,no,two_year,1,mailed_check,29.6,299.05,0
237,9903-lysab,male,0,1,0,18,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,73.15,1305.95,0
238,0094-oifmo,female,1,0,0,11,1,no,fiber_optic,no,yes,no,no,yes,yes,month-to-month,1,electronic_check,95.0,1120.3,1
239,9227-uaqft,male,0,0,0,16,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,19.75,284.35,0
240,7301-abvad,female,0,0,0,72,1,yes,dsl,no,yes,yes,yes,yes,yes,two_year,0,bank_transfer_(automatic),86.6,6350.5,0
241,6614-fhdbo,male,0,0,0,72,1,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,0,bank_transfer_(automatic),109.2,7878.3,0
242,7576-aseju,female,0,1,1,41,1,no,dsl,yes,no,no,yes,yes,yes,one_year,1,credit_card_(automatic),74.7,3187.65,0
243,9058-hrzsv,female,1,1,0,65,1,no,fiber_optic,yes,yes,yes,no,no,yes,month-to-month,0,electronic_check,94.4,6126.15,0
244,4522-akylr,female,1,0,0,13,1,no,dsl,no,yes,yes,no,no,no,month-to-month,1,electronic_check,54.8,731.3,0
245,0221-wmxnq,male,1,0,0,4,1,no,fiber_optic,yes,no,no,no,no,no,month-to-month,0,electronic_check,75.35,273.4,0
246,0303-uncip,male,0,0,0,41,1,yes,dsl,no,no,yes,no,no,yes,one_year,0,mailed_check,65.0,2531.8,0
247,9947-otfqu,male,1,0,0,15,1,no,fiber_optic,no,yes,no,no,no,no,month-to-month,1,electronic_check,74.4,1074.3,1
248,0322-yinqp,male,0,0,0,1,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,mailed_check,48.55,48.55,1
249,0959-whokv,male,0,0,0,42,1,yes,fiber_optic,yes,yes,yes,no,no,yes,one_year,1,electronic_check,99.0,4298.45,0
250,4075-jfpgr,female,0,1,0,51,1,no,fiber_optic,yes,yes,yes,no,yes,no,one_year,1,electronic_check,93.5,4619.55,0
251,4629-nrxkx,female,0,1,1,2,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,0,electronic_check,70.4,147.15,1
252,9514-jdski,male,1,1,0,1,0,no_phone_service,dsl,no,yes,no,no,yes,no,month-to-month,0,electronic_check,40.2,40.2,1
253,3282-ziszv,male,0,0,1,32,1,yes,dsl,no,yes,yes,yes,yes,yes,one_year,0,credit_card_(automatic),83.7,2633.3,0
254,3675-ydupj,male,0,0,0,10,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,19.85,193.05,0
255,4111-bnxif,female,0,1,1,67,0,no_phone_service,dsl,no,yes,yes,yes,yes,yes,two_year,1,electronic_check,59.55,4103.9,0
256,7017-vfhay,female,0,1,1,61,1,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,0,credit_card_(automatic),115.1,7008.15,0
257,6655-lhbyw,male,0,0,0,50,1,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,0,credit_card_(automatic),114.35,5791.1,0
258,4959-josrx,female,0,1,0,2,1,no,dsl,no,no,no,no,no,no,month-to-month,1,credit_card_(automatic),44.6,80.55,1
259,5046-nuhwd,female,1,1,0,29,0,no_phone_service,dsl,yes,no,yes,no,no,yes,month-to-month,1,electronic_check,45.0,1228.65,0
260,7273-tefqd,male,1,0,0,3,0,no_phone_service,dsl,no,no,yes,no,no,yes,month-to-month,1,electronic_check,41.15,132.2,1
261,3606-twkgi,male,1,0,0,13,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic_check,106.9,1364.3,1
262,7529-zdfxi,male,1,1,0,57,1,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,1,electronic_check,89.85,4925.35,0
263,7605-bdwdc,female,0,0,0,31,0,no_phone_service,dsl,yes,yes,no,yes,no,yes,two_year,1,bank_transfer_(automatic),49.85,1520.1,0
264,1950-ksvvj,female,0,1,0,45,1,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,0,mailed_check,113.3,5032.25,0
265,0123-crbrt,female,0,1,1,61,1,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,0,mailed_check,88.1,5526.75,0
266,6292-tosss,male,0,0,0,50,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,bank_transfer_(automatic),24.9,1195.25,0
267,3197-arfoy,female,1,0,0,19,1,no,fiber_optic,yes,yes,no,yes,yes,yes,month-to-month,1,mailed_check,105.0,2007.25,0
268,6323-aybrx,male,0,0,0,59,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,19.35,1099.6,1
269,7014-zzxaw,female,0,1,0,71,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,credit_card_(automatic),24.25,1732.95,0
270,4385-gzqxv,female,1,0,0,16,1,no,fiber_optic,no,no,no,yes,yes,yes,month-to-month,1,electronic_check,94.45,1511.2,1
271,7633-mvpuy,male,0,1,0,57,1,no,dsl,yes,yes,no,yes,no,no,two_year,1,electronic_check,59.75,3450.15,0
272,6366-zgqgl,male,0,0,0,1,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,0,bank_transfer_(automatic),24.8,24.8,1
273,4716-hhkqh,male,1,1,0,20,1,yes,fiber_optic,no,yes,no,yes,yes,yes,month-to-month,0,electronic_check,107.05,2172.05,0
274,5940-ahuhd,male,0,0,0,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,0,mailed_check,70.6,70.6,1
275,6432-twqlb,male,0,1,0,5,1,yes,fiber_optic,no,yes,no,yes,no,no,month-to-month,1,electronic_check,85.4,401.1,1
276,4484-glzou,female,0,1,0,52,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic_check,105.05,5624.85,1
277,3179-gbrwv,male,1,1,0,21,1,no,dsl,yes,yes,no,no,no,yes,month-to-month,1,bank_transfer_(automatic),64.95,1339.8,0
278,8645-kwhjo,male,0,0,0,14,0,no_phone_service,dsl,no,no,yes,yes,yes,yes,month-to-month,1,electronic_check,55.0,771.95,0
279,4130-mzlcc,female,0,0,0,5,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,bank_transfer_(automatic),50.55,244.75,0
280,0314-tkosi,female,0,0,0,6,1,no,dsl,yes,yes,no,no,no,no,month-to-month,0,mailed_check,55.15,322.9,0
281,8229-myejz,female,0,0,0,10,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,electronic_check,51.2,498.25,0
282,2080-srcde,female,0,0,1,1,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,25.4,25.4,0
283,9577-wjvcq,female,0,0,0,68,1,yes,dsl,yes,no,no,no,no,no,month-to-month,0,mailed_check,54.45,3687.75,0
284,9512-uibfx,male,0,1,1,18,1,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,0,mailed_check,95.15,1779.95,1
285,6202-dyyfx,female,0,0,0,22,1,yes,fiber_optic,no,no,no,no,no,no,one_year,1,credit_card_(automatic),76.0,1783.6,0
286,3808-hfkde,female,0,0,0,20,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic_check,44.35,927.15,0
287,5583-sxdag,male,0,1,0,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,0,electronic_check,70.0,70.0,1
288,3488-pgmqj,male,1,0,0,8,1,no,fiber_optic,no,yes,no,no,no,no,month-to-month,1,electronic_check,74.5,606.55,1
289,3580-reoac,male,0,0,0,10,1,no,dsl,no,no,no,no,no,no,month-to-month,1,credit_card_(automatic),44.85,435.4,1
290,7534-bfesc,male,1,0,0,24,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,76.1,1712.7,1
291,3727-owvyd,male,0,0,0,35,1,no,dsl,yes,yes,yes,no,no,no,one_year,0,mailed_check,61.2,2021.2,0
292,2294-salne,male,0,1,1,23,1,no,fiber_optic,no,yes,yes,yes,no,no,one_year,0,mailed_check,86.8,1940.8,0
293,4847-tajyi,female,1,0,0,6,1,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,electronic_check,89.35,567.8,0
294,1563-iwqex,female,0,0,0,12,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,19.7,220.35,0
295,8203-xjzrc,male,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.25,20.25,0
296,6556-dbkzf,female,0,1,1,71,1,no,fiber_optic,no,no,yes,no,no,no,two_year,0,electronic_check,76.05,5436.45,0
297,6851-wefyx,male,1,1,0,35,1,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,1,electronic_check,100.8,3437.5,0
298,2985-juubz,male,0,1,1,40,1,yes,dsl,no,no,yes,no,yes,yes,month-to-month,1,electronic_check,74.55,3015.75,0
299,6390-dsazx,female,0,0,1,1,1,no,fiber_optic,yes,no,no,no,no,no,month-to-month,1,mailed_check,73.6,73.6,1
300,0895-lmrsf,male,0,0,0,23,1,no,dsl,no,no,no,no,yes,yes,one_year,1,bank_transfer_(automatic),64.9,1509.8,0
301,8098-llazx,female,1,0,0,4,1,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,electronic_check,95.45,396.1,1
302,8266-vbfql,male,0,0,0,4,1,no,fiber_optic,no,no,yes,yes,no,yes,month-to-month,1,electronic_check,90.4,356.65,0
303,8181-yhcmf,female,0,1,1,68,0,no_phone_service,dsl,no,yes,yes,yes,yes,yes,two_year,0,credit_card_(automatic),60.3,4109.0,0
304,2240-hsjqd,male,0,0,1,38,1,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,1,mailed_check,81.85,3141.7,0
305,1248-dyxub,male,0,1,1,52,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,24.8,1229.1,0
306,0265-edxbd,male,1,1,0,32,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,74.9,2303.35,1
307,4115-bnpjy,male,0,1,1,29,1,no,dsl,no,no,yes,yes,yes,yes,two_year,0,mailed_check,75.55,2054.4,0
308,3167-snqpl,male,1,1,1,38,1,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,0,electronic_check,101.15,3741.85,0
309,4091-tvocn,male,0,0,1,48,1,yes,dsl,yes,no,yes,no,yes,yes,one_year,1,credit_card_(automatic),78.75,3682.45,0
310,1098-tdvuq,female,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,bank_transfer_(automatic),19.25,19.25,0
311,7277-ozcgz,female,0,0,0,22,1,no,fiber_optic,yes,no,no,yes,no,yes,month-to-month,1,electronic_check,89.05,1886.25,0
312,1557-emyvt,female,0,0,0,43,1,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,0,credit_card_(automatic),115.05,4895.1,0
313,2799-arnlo,female,1,1,0,5,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,69.35,341.6,0
314,7563-biupc,male,0,0,0,5,1,no,fiber_optic,no,no,no,no,yes,no,month-to-month,1,electronic_check,80.6,415.55,1
315,5027-yocxn,male,0,1,1,51,1,yes,fiber_optic,yes,yes,no,yes,yes,yes,one_year,0,credit_card_(automatic),110.05,5686.4,0
316,3973-skmln,male,0,0,0,71,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,credit_card_(automatic),19.9,1355.1,0
317,2321-ombxy,female,0,1,1,38,1,no,dsl,yes,yes,no,yes,yes,yes,one_year,0,credit_card_(automatic),80.3,3058.65,1
318,2840-xanrc,male,1,1,0,24,1,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,1,electronic_check,93.15,2231.05,1
319,6745-jefzb,male,0,1,0,35,1,yes,fiber_optic,no,no,no,yes,yes,no,month-to-month,1,credit_card_(automatic),91.5,3236.35,0
320,5020-zstty,female,1,0,0,54,1,yes,dsl,yes,yes,no,yes,yes,yes,one_year,0,bank_transfer_(automatic),82.45,4350.1,1
321,9880-tdqac,female,0,1,1,72,0,no_phone_service,dsl,no,yes,yes,yes,yes,yes,two_year,1,electronic_check,60.0,4264.0,0
322,8705-wzcyl,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic_check,44.8,44.8,0
323,7102-jjvtx,female,0,1,1,9,1,no,dsl,yes,no,no,no,no,no,one_year,0,mailed_check,48.6,422.3,0
324,8626-ptqge,male,0,0,0,69,0,no_phone_service,dsl,yes,yes,no,yes,yes,yes,two_year,1,bank_transfer_(automatic),60.05,4176.7,0
325,4983-clmlv,female,0,1,0,52,1,yes,fiber_optic,no,yes,no,yes,yes,yes,month-to-month,1,credit_card_(automatic),102.7,5138.1,0
326,5701-yvsvf,female,1,1,0,11,1,no,fiber_optic,no,no,no,yes,yes,no,month-to-month,1,electronic_check,82.9,880.05,0
327,5804-lepim,female,1,0,0,2,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,70.35,139.05,1
328,5697-gombf,female,1,1,1,28,0,no_phone_service,dsl,no,no,no,no,yes,no,month-to-month,1,electronic_check,35.9,973.65,0
329,2739-cacdq,female,1,0,0,17,1,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,1,credit_card_(automatic),82.65,1470.05,0
330,9385-ehgdo,female,0,1,1,35,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,mailed_check,19.85,739.35,0
331,9498-fimxl,female,0,0,0,8,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,1,mailed_check,19.2,161.95,0
332,2379-gyflq,male,0,0,0,46,1,yes,fiber_optic,no,yes,yes,no,yes,no,one_year,1,credit_card_(automatic),94.9,4422.95,0
333,0122-oahpz,female,0,0,0,7,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,73.85,511.25,1
334,2868-snelz,female,0,0,0,2,1,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,0,mailed_check,80.6,155.8,1
335,4322-rcymt,male,0,1,1,68,1,yes,dsl,no,yes,yes,yes,no,yes,one_year,1,bank_transfer_(automatic),75.8,5293.95,1
336,6680-nenyn,female,0,0,0,43,1,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,1,electronic_check,104.6,4759.85,1
337,2088-iebau,female,0,0,0,68,1,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,1,electronic_check,88.15,6148.45,0
338,7982-vcelr,female,0,0,0,36,1,no,fiber_optic,no,yes,no,no,yes,yes,month-to-month,1,credit_card_(automatic),94.8,3565.65,0
339,1343-ehpyb,male,0,1,0,63,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic_check,103.4,6603.0,1
340,6035-bxtty,female,1,0,0,32,1,no,dsl,no,yes,no,yes,no,no,month-to-month,0,bank_transfer_(automatic),54.65,1830.1,0
